target,text,text,label
subwoofer ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the speakers and the MASK I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",2
extended life battery ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the MASK and the Docking port .",1
Docking port ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the MASK .",1
bluetooth mouse ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the MASK for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",1
bluetooth enabled ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly MASK computer , the extended life battery and the Docking port .",0
works ,"My MacBook Pro works like a dream , it has never overheated , or even been slightly warm for that matter .","My MacBook Pro MASK like a dream , it has never overheated , or even been slightly warm for that matter .",2
Keynote ,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote .,PC users use the Powerpoint program for slide-show presentation and Mac users utilize MASK .,1
Powerpoint program ,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote .,PC users use the MASK for slide-show presentation and Mac users utilize Keynote .,1
size ,"I get a ton of compliments on its size , and speaking as someone who regularly commutes on a bus , I can attest to the fact that this is the perfect size computer if you 're restricted to the width of your body for computing room .","I get a ton of compliments on its MASK , and speaking as someone who regularly commutes on a bus , I can attest to the fact that this is the perfect size computer if you 're restricted to the width of your body for computing room .",2
size ,"I get a ton of compliments on its size , and speaking as someone who regularly commutes on a bus , I can attest to the fact that this is the perfect size computer if you 're restricted to the width of your body for computing room .","I get a ton of compliments on its MASK , and speaking as someone who regularly commutes on a bus , I can attest to the fact that this is the perfect size computer if you 're restricted to the width of your body for computing room .",2
