target,text,textcon,text,label
New York Bagel,Our first time in New York and we had to try a T .,Our first time in New York and we had to try a ,.,1
service,T was efficient courteous .,a,was efficient courteous .,2
miso soup,The T lacked flavor and the fish was unfortunately not as well prepared as in the past .,The ,lacked flavor and the fish was unfortunately not as well prepared as in the past .,0
fish,The miso soup lacked flavor and the T was unfortunately not as well prepared as in the past .,The miso soup lacked flavor and the ,was unfortunately not as well prepared as in the past .,0
flavor,The miso soup lacked T and the fish was unfortunately not as well prepared as in the past .,The miso soup lacked ,and the fish was unfortunately not as well prepared as in the past .,0
bagels,They are the best T I 've had .,They are the best ,I 've had .,2
ambience,I 've read some of the previews reviews - people are either not New Yorkers or have more appreciation for T then food .,I 've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ,then food .,1
food,I 've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then T .,I 've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then ,.,1
space,"Toons has recently been redone , so it 's now a very attractive T .","Toons has recently been redone , so it 's now a very attractive ",.,2
filets,"$ 160 for 2 T , 2 sides , an appetizer and drinks .",$ 160 for 2 ,", 2 sides , an appetizer and drinks .",1
sides,"$ 160 for 2 filets , 2 T , an appetizer and drinks .","$ 160 for 2 filets , 2 ",", an appetizer and drinks .",1
appetizer,"$ 160 for 2 filets , 2 sides , an T and drinks .","$ 160 for 2 filets , 2 sides , an ",and drinks .,1
drinks,"$ 160 for 2 filets , 2 sides , an appetizer and T .","$ 160 for 2 filets , 2 sides , an appetizer and ",.,1
prices,"While the T are nothing special , the portions are huge .",While the ,"are nothing special , the portions are huge .",1
portions,"While the prices are nothing special , the T are huge .","While the prices are nothing special , the ",are huge .,2
location,"Its a nice quiet T to go eat a good meal , relax , be able to talk and have a very good time .",Its a nice quiet ,"to go eat a good meal , relax , be able to talk and have a very good time .",2
meal,"Its a nice quiet location to go eat a good T , relax , be able to talk and have a very good time .",Its a nice quiet location to go eat a good ,", relax , be able to talk and have a very good time .",2
dinner,"We arrived for T expecting to be impressed by a place that has an impressive past - but , that 's just it -- the PAST !",We arrived for ,"expecting to be impressed by a place that has an impressive past - but , that 's just it -- the PAST !",1
spot,"However , I think this place is a good hang out T .","However , I think this place is a good hang out ",.,2
menu,"The T is Prix Fixe , so be prepared to spend at least $ 60 per person , but it is Well worth itsuperb food .",The ,"is Prix Fixe , so be prepared to spend at least $ 60 per person , but it is Well worth itsuperb food .",0
food,"The menu is Prix Fixe , so be prepared to spend at least $ 60 per person , but it is Well worth itsuperb T .","The menu is Prix Fixe , so be prepared to spend at least $ 60 per person , but it is Well worth itsuperb ",.,2
Prix Fixe,"The menu is T , so be prepared to spend at least $ 60 per person , but it is Well worth itsuperb food .",The menu is ,", so be prepared to spend at least $ 60 per person , but it is Well worth itsuperb food .",1
wine list,The T is extensive and impressive .,The ,is extensive and impressive .,2
waitress,We had the most wonderful T .,We had the most wonderful ,.,2
staff,"While the T at this little bistro is very friendly , I have never experienced more incompetency .",While the ,"at this little bistro is very friendly , I have never experienced more incompetency .",2
quail,The T was fantastic and unique and the pastas were full of flavor .,The ,was fantastic and unique and the pastas were full of flavor .,2
pastas,The quail was fantastic and unique and the T were full of flavor .,The quail was fantastic and unique and the ,were full of flavor .,2
flavor,The quail was fantastic and unique and the pastas were full of T .,The quail was fantastic and unique and the pastas were full of ,.,2
zucchini,The T and mashed potatoes are a blend of garlic and butter which simply melts in your mouth .,The ,and mashed potatoes are a blend of garlic and butter which simply melts in your mouth .,2
mashed potatoes,The zucchini and T are a blend of garlic and butter which simply melts in your mouth .,The zucchini and ,are a blend of garlic and butter which simply melts in your mouth .,2
