target,text,text,text,label
power supply ,"After 2 months of complaints , Asus finally sent the right power supply to my techies .","After 2 months of complaints , Asus finally sent the right ",to my techies .,1
techies ,"After 2 months of complaints , Asus finally sent the right power supply to my techies .","After 2 months of complaints , Asus finally sent the right power supply to my ",.,1
Sony Sonic Stage software ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",That included the extra ,", the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",1
speakers ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the ","and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",2
subwoofer ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the speakers and the ","I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",2
extended life battery ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the ",and the Docking port .,1
Docking port ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the ",.,1
bluetooth mouse ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the ","for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .",1
bluetooth enabled ,"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port .","That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly ","computer , the extended life battery and the Docking port .",0
works ,"My MacBook Pro works like a dream , it has never overheated , or even been slightly warm for that matter .",My MacBook Pro ,"like a dream , it has never overheated , or even been slightly warm for that matter .",2
Keynote ,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote .,PC users use the Powerpoint program for slide-show presentation and Mac users utilize ,.,1
